 Rainfall, Temperature, Ph,Crop
644.52719,18.8,5.7,Chillies
900.0,24.0,5.5,Colocosia
910.0,24.0,5.5,Colocosia
900.0,24.0,6.2,Colocosia
940.0,24.0,6.2,Colocosia
940.0,25.0,6.2,Colocosia
950.0,25.0,6.1,Colocosia
950.0,25.0,6.0,Colocosia
970.0,28.0,6.0,Colocosia
970.0,28.0,6.0,Colocosia
980.0,28.0,6.0,Colocosia
980.0,28.0,6.0,Colocosia
752.85714,17.05,8.0,Coriander
752.85714,17.0,8.0,Coriander
754.0885,17.08,8.0,Coriander
754.26464,17.07333,8.0,Coriander
754.9238,17.08833,8.0,Coriander
754.94021,17.10333,8.0,Coriander
755.29412,17.11833,8.0,Coriander
755.29412,17.13333,8.0,Coriander
755.29412,17.14833,8.0,Coriander
755.45455,17.16333,8.0,Coriander
755.53846,17.17833,8.0,Coriander
755.53846,17.19333,8.0,Coriander
755.5814,17.20833,8.0,Coriander
755.6,17.22333,8.0,Coriander
755.60771,17.23833,8.0,Coriander
755.63536,17.25333,8.0,Coriander
755.66038,17.26833,8.0,Coriander
755.66929,17.28333,8.0,Coriander
755.67568,17.29833,8.0,Coriander
755.6917,17.31333,8.0,Coriander
755.7,17.32833,8.0,Coriander
755.71429,17.34333,8.0,Coriander
755.72308,17.35833,8.0,Coriander
755.78313,17.37333,8.0,Coriander
755.78313,17.38833,8.0,Coriander
755.80645,17.40333,8.0,Coriander
755.80645,17.41833,8.0,Coriander
755.80645,17.43333,8.0,Coriander
755.85366,17.44833,8.0,Coriander
755.85366,17.46333,8.0,Coriander
755.86957,17.47833,8.0,Coriander
755.88631,17.49333,8.0,Coriander
755.88971,17.50833,8.0,Coriander
755.90476,17.52333,8.0,Coriander
755.91549,17.53833,8.0,Coriander
755.93103,17.55333,8.0,Coriander
755.96273,17.56833,8.0,Coriander
755.96564,17.58333,8.0,Coriander
755.96913,17.59833,8.0,Coriander
755.98465,17.61333,8.0,Coriander
756.0,17.62833,8.0,Coriander
756.0,17.64333,8.0,Coriander
756.0,17.65833,8.0,Coriander
756.0,17.67333,8.0,Coriander
756.0,17.68833,8.0,Coriander
756.0,17.70333,8.0,Coriander
756.0,17.71833,8.0,Coriander
756.01719,17.73333,8.0,Coriander
756.04651,17.74833,8.0,Coriander
756.05042,17.76333,8.0,Coriander
756.06138,17.77833,8.0,Coriander
756.06742,17.79333,8.0,Coriander
756.07595,17.80833,8.0,Coriander
756.0793,17.82333,8.0,Coriander
756.08108,17.83833,8.0,Coriander
756.09865,17.85333,8.0,Coriander
756.10028,17.86833,8.0,Coriander
756.10169,17.88333,8.0,Coriander
756.10169,17.89833,8.0,Coriander
756.10169,17.91333,8.0,Coriander
756.11073,17.92833,8.0,Coriander
756.11111,17.94333,8.0,Coriander
756.11111,17.95833,8.0,Coriander
756.11494,17.97333,8.0,Coriander
756.1194,17.98833,8.0,Coriander
756.12146,18.00333,8.0,Coriander
756.12245,18.01833,8.0,Coriander
756.12245,18.03333,8.0,Coriander
756.12245,18.04833,8.0,Coriander
756.1295,18.06333,8.0,Coriander
756.13139,18.07833,8.0,Coriander
756.13551,18.09333,8.0,Coriander
756.13636,18.10833,8.0,Coriander
756.139,18.12333,8.0,Coriander
756.13953,18.13833,8.0,Coriander
756.14173,18.15333,8.0,Coriander
756.14173,18.16833,8.0,Coriander
756.14173,18.18333,8.0,Coriander
756.14458,18.19833,8.0,Coriander
756.14583,18.21333,8.0,Coriander
756.14634,18.22833,8.0,Coriander
756.14841,18.24333,8.0,Coriander
756.14907,18.25833,8.0,Coriander
756.15385,18.27333,8.0,Coriander
756.15385,18.28833,8.0,Coriander
756.15385,18.30333,8.0,Coriander
756.15694,18.31833,8.0,Coriander
756.16601,18.33333,8.0,Coriander
756.1804,18.34833,8.0,Coriander
756.18557,18.36333,8.0,Coriander
756.19433,18.37833,8.0,Coriander
756.20061,18.39333,8.0,Coriander
756.20155,18.40833,8.0,Coriander
756.2069,18.42333,8.0,Coriander
756.21622,18.43833,8.0,Coriander
756.21664,18.45333,8.0,Coriander
756.21762,18.46833,8.0,Coriander
756.24434,18.48333,8.0,Coriander
756.25668,18.49833,8.0,Coriander
756.26866,18.51333,8.0,Coriander
756.29371,18.52833,8.0,Coriander
756.29371,18.54333,8.0,Coriander
756.31579,18.55833,8.0,Coriander
756.31579,18.57333,8.0,Coriander
756.31579,18.58833,8.0,Coriander
756.31579,18.60333,8.0,Coriander
756.3198,18.61833,8.0,Coriander
756.32047,18.63333,8.0,Coriander
756.32573,18.64833,8.0,Coriander
756.33381,18.66333,8.0,Coriander
756.33588,18.67833,8.0,Coriander
756.33745,18.69333,8.0,Coriander
756.34441,18.70833,8.0,Coriander
756.34615,18.72333,8.0,Coriander
756.35401,18.73833,8.0,Coriander
756.35983,18.75333,8.0,Coriander
756.36364,18.76833,8.0,Coriander
756.37168,18.78333,8.0,Coriander
756.37555,18.79833,8.0,Coriander
756.40777,18.81333,8.0,Coriander
756.42857,18.82833,8.0,Coriander
756.42857,18.84333,8.0,Coriander
756.48192,18.85833,8.0,Coriander
756.48247,18.87333,8.0,Coriander
756.48436,18.88833,8.0,Coriander
756.51163,18.90333,8.0,Coriander
756.59686,18.91833,8.0,Coriander
756.62338,18.93333,8.0,Coriander
756.78571,18.94833,8.0,Coriander
756.83544,18.96333,8.0,Coriander
756.92308,18.97833,8.0,Coriander
756.92308,18.99333,8.0,Coriander
756.92308,19.00833,8.0,Coriander
756.92308,19.02333,8.0,Coriander
756.95652,19.03833,8.0,Coriander
757.06849,19.05333,8.0,Coriander
757.09512,19.06833,8.0,Coriander
757.09677,19.08333,8.0,Coriander
757.11864,19.09833,8.0,Coriander
757.1223,19.11333,8.0,Coriander
757.12644,19.12833,8.0,Coriander
757.13115,19.14333,8.0,Coriander
757.13407,19.15833,8.0,Coriander
757.17391,19.17333,8.0,Coriander
757.17391,19.18833,8.0,Coriander
757.17703,19.20333,8.0,Coriander
757.2,19.21833,8.0,Coriander
757.22628,19.23333,8.0,Coriander
757.22643,19.24833,8.0,Coriander
757.25581,19.26333,8.0,Coriander
757.33813,19.27833,8.0,Coriander
757.36842,19.29333,8.0,Coriander
757.37353,19.30833,8.0,Coriander
757.3913,19.32333,8.0,Coriander
757.43363,19.33833,8.0,Coriander
757.44681,19.35333,8.0,Coriander
757.45098,19.36833,8.0,Coriander
757.48414,19.38333,8.0,Coriander
757.53363,19.39833,8.0,Coriander
757.6494,19.41333,8.0,Coriander
757.6689,19.42833,8.0,Coriander
757.67442,19.44333,8.0,Coriander
757.77778,19.45833,8.0,Coriander
757.82609,19.47333,8.0,Coriander
757.82779,19.48833,8.0,Coriander
757.89838,19.50333,8.0,Coriander
758.10811,19.51833,8.0,Coriander
758.32653,19.53333,8.0,Coriander
758.33333,19.54833,8.0,Coriander
758.38428,19.56333,8.0,Coriander
758.57143,19.57833,8.0,Coriander
758.62275,19.59333,8.0,Coriander
758.69888,19.60833,8.0,Coriander
758.78049,19.62333,8.0,Coriander
758.86364,19.63833,8.0,Coriander
758.90625,19.65333,8.0,Coriander
759.0411,19.66833,8.0,Coriander
759.06977,19.68333,8.0,Coriander
759.09091,19.69833,8.0,Coriander
759.12,19.71333,8.0,Coriander
759.13043,19.72833,8.0,Coriander
759.23077,19.74333,8.0,Coriander
759.27273,19.75833,8.0,Coriander
759.375,19.77333,8.0,Coriander
759.47368,19.78833,8.0,Coriander
759.4964,19.80333,8.0,Coriander
759.52381,19.81833,8.0,Coriander
759.52381,19.83333,8.0,Coriander
759.52381,19.84833,8.0,Coriander
759.56522,19.86333,8.0,Coriander
759.58963,19.87833,8.0,Coriander
759.83607,19.89333,8.0,Coriander
760.0,19.90833,8.0,Coriander
760.0,19.92333,8.0,Coriander
760.0,19.93833,8.0,Coriander
760.0,19.95333,8.0,Coriander
760.0,19.96833,8.0,Coriander
760.0,19.98333,8.0,Coriander
760.0,19.99833,8.0,Coriander
760.0,20.01333,8.0,Coriander
760.0,20.02833,8.0,Coriander
760.16129,20.04333,8.0,Coriander
760.16129,20.05833,8.0,Coriander
760.16949,20.07333,8.0,Coriander
760.2439,20.08833,8.0,Coriander
760.34483,20.10333,8.0,Coriander
760.4,20.11833,8.0,Coriander
760.41872,20.13333,8.0,Coriander
760.43478,20.14833,8.0,Coriander
760.43478,20.16333,8.0,Coriander
760.43478,20.17833,8.0,Coriander
760.44333,20.19333,8.0,Coriander
760.46005,20.20833,8.0,Coriander
760.47273,20.22333,8.0,Coriander
760.47887,20.23833,8.0,Coriander
760.48544,20.25333,8.0,Coriander
760.48544,20.26833,8.0,Coriander
760.49676,20.28333,8.0,Coriander
760.51546,20.29833,8.0,Coriander
760.58824,20.31333,8.0,Coriander
760.63291,20.32833,8.0,Coriander
760.63291,20.34333,8.0,Coriander
760.66667,20.35833,8.0,Coriander
760.72626,20.37333,8.0,Coriander
760.76923,20.38833,8.0,Coriander
760.8,20.40333,8.0,Coriander
760.81633,20.41833,8.0,Coriander
760.85427,20.43333,8.0,Coriander
760.88372,20.44833,8.0,Coriander
760.89041,20.46333,8.0,Coriander
760.90909,20.47833,8.0,Coriander
760.90909,20.49333,8.0,Coriander
760.90909,20.50833,8.0,Coriander
760.92593,20.52333,8.0,Coriander
760.94891,20.53833,8.0,Coriander
760.97015,20.55333,8.0,Coriander
761.00141,20.56833,8.0,Coriander
761.03064,20.58333,8.0,Coriander
761.033,20.59833,8.0,Coriander
761.03709,20.61333,8.0,Coriander
761.05263,20.62833,8.0,Coriander
761.05263,20.64333,8.0,Coriander
761.07692,20.65833,8.0,Coriander
761.08696,20.67333,8.0,Coriander
761.11111,20.68833,8.0,Coriander
761.11111,20.70333,8.0,Coriander
761.11111,20.71833,8.0,Coriander
761.11111,20.73333,8.0,Coriander
761.11111,20.74833,8.0,Coriander
761.1236,20.76333,8.0,Coriander
761.13861,20.77833,8.0,Coriander
761.17647,20.79333,8.0,Coriander
761.18343,20.80833,8.0,Coriander
761.20879,20.82333,8.0,Coriander
761.21495,20.83833,8.0,Coriander
761.22771,20.85333,8.0,Coriander
761.25,20.86833,8.0,Coriander
761.26761,20.88333,8.0,Coriander
761.29412,20.8,8.0,Coriander
761.30435,20.8,8.0,Coriander
761.31148,20.8,8.0,Coriander
761.31148,20.8,8.0,Coriander
761.31429,20.8,8.0,Coriander
761.32075,20.8,8.0,Coriander
761.3271,20.8,8.0,Coriander
761.33858,20.8,8.0,Coriander
761.34503,20.8,8.0,Coriander
761.44186,20.8,8.0,Coriander
761.45455,20.8,8.0,Coriander
761.47059,20.8,8.0,Coriander
761.47651,20.8,8.0,Coriander
761.50977,20.8,8.0,Coriander
761.52838,20.8,8.0,Coriander
761.57895,20.8,8.0,Coriander
761.57895,20.8,8.0,Coriander
761.65992,20.8,8.0,Coriander
761.66667,20.8,8.0,Coriander
761.68539,20.8,8.0,Coriander
761.70732,20.8,8.0,Coriander
761.72744,20.8,8.0,Coriander
761.75879,20.8,8.0,Coriander
761.82353,20.8,8.0,Coriander
761.93972,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.0,20.8,8.0,Coriander
762.03008,20.8,8.0,Coriander
762.0524,20.8,8.0,Coriander
762.07792,20.8,8.0,Coriander
762.07792,20.8,8.0,Coriander
762.10607,20.8,8.0,Coriander
762.10962,20.8,8.0,Coriander
762.11009,20.8,8.0,Coriander
762.11142,20.8,8.0,Coriander
762.11342,20.8,8.0,Coriander
762.115,20.8,8.0,Coriander
762.11538,20.8,8.0,Coriander
762.11624,20.8,8.0,Coriander
762.11897,20.8,8.0,Coriander
762.11925,20.8,8.0,Coriander
762.1215,20.8,8.0,Coriander
762.1215,20.8,8.0,Coriander
762.17391,20.8,8.0,Coriander
762.19512,20.8,8.0,Coriander
762.19585,20.8,8.0,Coriander
762.22222,20.8,8.0,Coriander
762.2449,20.8,8.0,Coriander
762.26415,20.8,8.0,Coriander
762.27273,20.8,8.0,Coriander
762.27273,20.8,8.0,Coriander
762.29448,20.8,8.0,Coriander
762.30769,20.8,8.0,Coriander
762.35294,20.8,8.0,Coriander
762.35294,20.8,8.0,Coriander
762.35923,20.8,8.0,Coriander
762.3871,20.8,8.0,Coriander
762.41379,20.8,8.0,Coriander
762.41379,20.8,8.0,Coriander
762.41379,20.8,8.0,Coriander
762.41379,20.8,8.0,Coriander
762.45614,20.8,8.0,Coriander
762.5,20.8,8.0,Coriander
762.5,20.8,8.0,Coriander
762.5,20.8,8.0,Coriander
762.50804,20.8,8.0,Coriander
762.52174,20.8,8.0,Coriander
762.52538,20.8,8.0,Coriander
762.54658,20.8,8.0,Coriander
762.55814,20.8,8.0,Coriander
762.58065,20.8,8.0,Coriander
762.58929,20.8,8.0,Coriander
762.59594,20.8,8.0,Coriander
762.63158,20.8,8.0,Coriander
762.66525,20.8,8.0,Coriander
762.68293,20.8,8.0,Coriander
762.69231,20.8,8.0,Coriander
762.69231,20.8,8.0,Coriander
762.70142,20.8,8.0,Coriander
762.71617,20.8,8.0,Coriander
762.72727,20.8,8.0,Coriander
762.72727,20.8,8.0,Coriander
762.74336,20.8,8.0,Coriander
762.75,20.8,8.0,Coriander
762.75362,20.8,8.0,Coriander
762.78689,20.8,8.0,Coriander
762.85714,20.8,8.0,Coriander
762.85714,20.8,8.0,Coriander
762.85714,20.8,8.0,Coriander
762.85714,20.8,8.0,Coriander
762.91835,20.8,8.0,Coriander
762.94118,20.8,8.0,Coriander
762.97297,20.8,8.0,Coriander
762.97297,20.8,8.0,Coriander
762.97297,20.8,8.0,Coriander
762.99083,20.8,8.0,Coriander
762.99539,20.8,8.0,Coriander
763.0137,20.8,8.0,Coriander
763.03103,20.8,8.0,Coriander
763.04348,20.8,8.0,Coriander
763.05556,20.8,8.0,Coriander
763.08057,20.8,8.0,Coriander
763.08511,21.0,8.0,Coriander
763.10345,21.0,8.0,Coriander
763.11475,21.0,8.0,Coriander
763.125,21.0,8.0,Coriander
763.14286,21.0,8.0,Coriander
763.14607,21.0,8.0,Coriander
763.15068,21.0,8.0,Coriander
763.20755,21.0,8.0,Coriander
763.20755,21.0,8.0,Coriander
763.24138,21.0,8.0,Coriander
763.25696,21.0,8.0,Coriander
763.33333,21.0,8.0,Coriander
763.33333,21.0,8.0,Coriander
763.33333,21.0,8.0,Coriander
763.33567,21.0,8.0,Coriander
763.37838,21.0,8.0,Coriander
763.40206,21.0,8.0,Coriander
763.42237,21.0,8.0,Coriander
763.44,21.0,8.0,Coriander
763.44,21.0,8.0,Coriander
763.44,21.0,8.0,Coriander
763.46939,21.0,8.0,Coriander
763.47479,21.0,8.0,Coriander
763.47826,21.0,8.0,Coriander
763.48315,21.0,8.0,Coriander
763.48624,21.0,8.0,Coriander
763.5,21.0,8.0,Coriander
763.5,21.0,8.0,Coriander
763.53535,21.0,8.0,Coriander
763.54839,21.0,8.0,Coriander
763.54839,21.0,8.0,Coriander
763.54839,21.0,8.0,Coriander
763.54839,21.0,8.0,Coriander
763.54839,21.0,8.0,Coriander
763.55042,21.0,8.0,Coriander
763.55932,21.0,8.0,Coriander
763.56522,21.0,8.0,Coriander
763.59375,21.0,8.0,Coriander
763.59375,21.0,8.0,Coriander
763.63636,21.0,8.0,Coriander
763.63636,21.0,8.0,Coriander
763.63636,21.0,8.0,Coriander
763.63636,21.0,8.0,Coriander
763.64042,21.0,8.0,Coriander
763.69369,21.0,8.0,Coriander
763.71429,21.0,8.0,Coriander
763.71429,21.0,8.0,Coriander
763.74046,21.0,8.0,Coriander
763.74502,21.0,8.0,Coriander
763.75,21.0,8.0,Coriander
763.75796,21.0,8.0,Coriander
763.78378,21.0,8.0,Coriander
763.7931,21.0,8.0,Coriander
763.79615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.84615,21.0,8.0,Coriander
763.8558,21.0,8.0,Coriander
763.86076,21.0,8.0,Coriander
763.87234,21.0,8.0,Coriander
763.87755,21.0,8.0,Coriander
763.8806,21.0,8.0,Coriander
763.88646,21.0,8.0,Coriander
763.91304,21.0,8.0,Coriander
763.9185,21.0,8.0,Coriander
763.92,21.0,8.0,Coriander
763.92573,21.0,8.0,Coriander
763.92857,21.0,8.0,Coriander
763.92857,21.0,8.0,Coriander
763.95349,21.0,8.0,Coriander
763.95349,21.0,8.0,Coriander
763.96779,21.0,8.0,Coriander
763.96907,21.0,8.0,Coriander
763.9726,21.0,8.0,Coriander
764.0,21.0,8.0,Coriander
764.0,21.0,8.0,Coriander
764.00924,21.0,8.0,Coriander
764.02817,21.0,8.0,Coriander
764.03774,21.0,8.0,Coriander
764.04255,21.0,8.0,Coriander
764.0625,21.0,8.0,Coriander
764.08935,21.0,8.0,Coriander
764.09449,21.0,8.0,Coriander
764.09983,21.0,8.0,Coriander
764.11765,21.0,8.0,Coriander
764.11765,21.0,8.0,Coriander
764.14286,21.0,8.0,Coriander
764.16157,21.0,8.0,Coriander
764.21053,21.0,8.0,Coriander
764.22222,21.0,8.0,Coriander
764.23423,21.0,8.0,Coriander
764.23729,21.0,8.0,Coriander
764.23729,21.0,8.0,Coriander
764.24051,21.0,8.0,Coriander
764.24861,21.0,8.0,Coriander
764.25743,21.0,8.0,Coriander
764.2823,21.0,8.0,Coriander
764.28571,21.0,8.0,Coriander
764.28571,21.0,8.0,Coriander
764.28571,21.0,8.0,Coriander
764.30928,21.0,8.0,Coriander
764.33447,21.0,8.0,Coriander
764.34146,21.0,8.0,Coriander
764.35096,21.0,8.0,Coriander
764.36526,21.0,8.0,Coriander
764.375,21.0,8.0,Coriander
764.38017,21.0,8.0,Coriander
764.4,21.0,8.0,Coriander
764.4,21.0,8.0,Coriander
764.4,21.0,8.0,Coriander
764.4,21.0,8.0,Coriander
764.42136,21.0,8.0,Coriander
764.42308,21.0,8.0,Coriander
764.47236,21.0,8.0,Coriander
764.5,21.0,8.0,Coriander
764.50549,21.0,8.0,Coriander
764.5122,21.0,8.0,Coriander
764.51613,21.0,8.0,Coriander
764.54404,21.0,8.0,Coriander
764.54545,21.0,8.0,Coriander
764.57944,21.0,8.0,Coriander
764.59315,21.0,8.0,Coriander
764.59459,21.0,8.0,Coriander
764.59459,21.0,8.0,Coriander
764.63415,21.0,8.0,Coriander
764.65116,21.0,8.0,Coriander
764.67626,21.0,8.0,Coriander
764.70588,21.0,8.0,Coriander
764.71698,21.0,8.0,Coriander
764.71698,21.0,8.0,Coriander
764.7541,21.0,8.0,Coriander
764.7541,21.0,8.0,Coriander
764.80519,21.0,8.0,Coriander
764.82353,21.0,8.0,Coriander
764.92683,21.0,8.0,Coriander
764.93776,21.0,8.0,Coriander
764.97268,21.0,8.0,Coriander
764.98258,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.0,21.0,8.0,Coriander
765.01155,21.0,8.0,Coriander
765.06608,21.0,8.0,Coriander
765.07246,21.0,8.0,Coriander
765.09677,21.0,8.0,Coriander
765.09934,21.0,8.0,Coriander
765.10345,21.0,8.0,Coriander
765.11811,21.0,8.0,Coriander
765.15789,21.0,8.0,Coriander
765.16014,21.0,8.0,Coriander
765.17143,21.0,8.0,Coriander
765.18072,21.0,8.0,Coriander
765.1811,21.0,8.0,Coriander
765.18597,21.0,8.0,Coriander
765.2,21.0,8.0,Coriander
765.2027,21.0,8.0,Coriander
765.21649,21.0,8.0,Coriander
765.22241,21.0,8.0,Coriander
765.22388,21.0,8.0,Coriander
765.24012,21.0,8.0,Coriander
765.25424,21.0,8.0,Coriander
765.26502,21.0,8.0,Coriander
765.27273,21.0,8.0,Coriander
765.27273,21.0,8.0,Coriander
765.28634,21.0,8.0,Coriander
765.29412,21.0,8.0,Coriander
765.29646,21.0,8.0,Coriander
765.36585,21.0,8.0,Coriander
765.3719,21.0,8.0,Coriander
765.38333,21.0,8.0,Coriander
765.38462,21.0,8.0,Coriander
765.38462,21.0,8.0,Coriander
765.42857,21.0,8.0,Coriander
765.43435,21.0,8.0,Coriander
765.45455,21.0,8.0,Coriander
765.46875,21.0,8.0,Coriander
765.48387,21.0,8.0,Coriander
765.48387,21.0,8.0,Coriander
765.48387,21.0,8.0,Coriander
765.51189,21.0,8.0,Coriander
765.51724,21.0,8.0,Coriander
765.51724,21.0,8.0,Coriander
765.51724,21.0,8.0,Coriander
765.52511,21.0,8.0,Coriander
765.54745,21.0,8.0,Coriander
765.55556,21.0,8.0,Coriander
765.56436,21.0,8.0,Coriander
765.58442,21.0,8.0,Coriander
765.59055,21.0,8.0,Coriander
765.59055,21.0,8.0,Coriander
765.59165,21.0,8.0,Coriander
765.6,21.0,8.0,Coriander
765.6,21.0,8.0,Coriander
765.60694,21.0,8.0,Coriander
765.62212,21.0,8.0,Coriander
765.62637,21.0,8.0,Coriander
765.63025,21.0,8.0,Coriander
765.63094,21.0,8.0,Coriander
765.63559,21.0,8.0,Coriander
765.63739,21.0,8.0,Coriander
765.64516,21.0,8.0,Coriander
765.65217,21.0,8.0,Coriander
765.65545,21.0,8.0,Coriander
765.65828,21.0,8.0,Coriander
765.66443,21.0,8.0,Coriander
765.67319,21.0,8.0,Coriander
765.67568,21.0,8.0,Coriander
765.68182,21.0,8.0,Coriander
765.70213,21.0,8.0,Coriander
765.7047,21.0,8.0,Coriander
765.71429,21.0,8.0,Coriander
765.72289,21.0,8.0,Coriander
765.7377,21.0,8.0,Coriander
765.7377,21.0,8.0,Coriander
765.75,21.0,8.0,Coriander
765.75758,21.0,8.0,Coriander
765.76642,21.0,8.0,Coriander
765.78947,21.0,8.0,Coriander
765.78947,21.0,8.0,Coriander
765.78947,21.0,8.0,Coriander
765.78947,21.0,8.0,Coriander
765.78947,21.0,8.0,Coriander
765.80488,21.0,8.0,Coriander
765.81818,21.0,8.0,Coriander
765.83333,21.0,8.0,Coriander
765.8457,21.0,8.0,Coriander
765.86957,21.0,8.0,Coriander
765.87097,21.0,8.0,Coriander
765.87629,21.0,8.0,Coriander
765.88235,21.0,8.0,Coriander
765.90361,21.0,8.0,Coriander
765.90604,21.0,8.0,Coriander
765.93443,21.0,8.0,Coriander
765.9375,21.0,8.0,Coriander
765.9375,21.0,8.0,Coriander
765.93977,21.0,8.0,Coriander
765.96491,21.0,8.0,Coriander
765.96567,21.0,8.0,Coriander
765.97122,21.0,8.0,Coriander
765.99174,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.0,21.0,8.0,Coriander
766.00707,21.0,8.0,Coriander
766.02941,21.0,8.0,Coriander
766.03604,21.0,8.0,Coriander
766.0396,21.0,8.0,Coriander
766.04167,21.0,8.0,Coriander
766.05882,21.0,8.0,Coriander
766.07143,21.0,8.0,Coriander
766.0774,21.0,8.0,Coriander
766.08511,21.0,8.0,Coriander
766.09756,21.0,8.0,Coriander
766.09756,21.0,8.0,Coriander
766.09756,21.0,8.0,Coriander
766.10619,21.0,8.0,Coriander
766.11111,21.0,8.0,Coriander
766.11111,21.0,8.0,Coriander
766.14731,21.0,8.0,Coriander
766.16099,21.0,8.0,Coriander
766.16883,21.0,8.0,Coriander
766.19277,21.0,8.0,Coriander
766.2,21.0,8.0,Coriander
766.21622,21.0,8.0,Coriander
766.21622,21.0,8.0,Coriander
766.21795,21.0,8.0,Coriander
766.25,21.0,8.0,Coriander
766.25806,21.0,8.0,Coriander
766.26923,21.0,8.0,Coriander
766.27451,21.0,8.0,Coriander
766.28571,21.0,8.0,Coriander
766.2963,21.0,8.0,Coriander
766.31579,21.0,8.0,Coriander
766.34043,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.36364,21.0,8.0,Coriander
766.37755,21.0,8.0,Coriander
766.39535,21.0,8.0,Coriander
766.41026,21.0,8.0,Coriander
766.43216,21.0,8.0,Coriander
766.43447,21.0,8.0,Coriander
766.43805,21.0,8.0,Coriander
766.43836,21.0,8.0,Coriander
766.43972,21.0,8.0,Coriander
766.44,21.0,8.0,Coriander
766.44518,21.0,8.0,Coriander
766.45641,21.0,8.0,Coriander
766.45768,21.0,8.0,Coriander
766.4624,21.0,8.0,Coriander
766.46409,21.0,8.0,Coriander
766.46809,21.0,8.0,Coriander
766.47887,21.0,8.0,Coriander
766.48042,21.0,8.0,Coriander
766.48649,21.0,8.0,Coriander
766.49596,21.0,8.0,Coriander
766.5,21.0,7.8,Coriander
766.52125,21.0,7.6,Coriander
766.52655,21.0,7.4,Coriander
766.53207,21.0,7.4,Coriander
763.78505,21.0,7.4,Coriander
763.7949,21.0,7.4,Coriander
763.81323,21.0,7.4,Coriander
763.84615,21.0,7.4,Coriander
763.85889,21.0,7.4,Coriander
763.86555,21.0,7.4,Coriander
763.87097,21.0,7.4,Coriander
763.88889,21.0,7.4,Coriander
763.88889,21.0,7.4,Coriander
763.93443,21.0,7.4,Coriander
763.95349,21.0,7.4,Coriander
763.97059,21.0,7.4,Coriander
763.97804,21.0,7.4,Coriander
763.98305,21.0,7.4,Coriander
764.0,21.0,7.4,Coriander
764.0625,21.0,7.4,Coriander
764.08451,21.0,7.4,Coriander
764.10256,21.0,7.4,Coriander
764.13793,21.0,7.4,Coriander
764.1472,21.0,7.4,Coriander
764.15094,21.0,7.4,Coriander
764.19458,21.0,7.4,Coriander
764.19753,21.0,7.4,Coriander
764.21053,21.0,7.4,Coriander
764.24051,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.28571,21.0,7.4,Coriander
764.30206,21.0,7.4,Coriander
764.32522,21.0,7.4,Coriander
764.3611,21.0,7.4,Coriander
764.3617,21.0,7.4,Coriander
764.3617,21.0,7.4,Coriander
764.38356,21.0,7.4,Coriander
764.40678,21.0,7.4,Coriander
764.42308,21.0,7.4,Coriander
764.42953,21.0,7.4,Coriander
764.44292,21.0,7.4,Coriander
764.46281,21.0,7.4,Coriander
764.46701,21.0,7.4,Coriander
764.46701,21.0,7.4,Coriander
764.47368,21.0,7.4,Coriander
764.47368,21.0,7.4,Coriander
764.48276,21.0,7.4,Coriander
764.49468,21.0,7.4,Coriander
764.5,21.0,7.4,Coriander
764.5098,21.0,7.4,Coriander
764.51613,21.0,7.4,Coriander
764.52055,21.0,7.4,Coriander
764.54082,21.0,7.4,Coriander
